34;69;23;38;19;73;30;80;14;61;37;75;28;80;39;70;16;67;57;82;50;58;57;82;30;86;16;57;27;93;19;49;59;63;16;44;37;65;57;82;52;100;52;71
34;75;23;38;19;67;30;80;11;66;37;75;28;74;39;70;16;67;57;88;48;66;55;88;28;93;16;57;27;93;19;41;57;72;16;44;36;69;57;77;52;100;50;76
34;69;21;38;19;67;30;74;11;66;37;75;28;74;39;70;16;67;57;88;48;62;55;88;28;86;16;57;27;86;19;41;55;72;14;44;34;75;55;77;52;100;48;87
34;69;21;38;19;67;30;74;11;66;37;75;28;74;39;70;16;67;57;88;48;62;55;88;28;86;16;57;27;86;19;41;55;72;14;44;34;75;55;77;52;100;48;87
30;80;21;45;18;67;28;74;12;72;34;80;25;80;36;69;16;67;57;94;46;66;54;82;27;80;18;67;27;86;18;44;54;71;11;47;32;74;54;77;50;94;46;87
32;74;21;41;19;62;27;80;12;72;30;93;25;80;36;69;16;67;57;94;45;70;54;82;25;86;18;73;25;93;18;44;52;76;11;52;32;74;52;82;48;100;46;87
32;74;21;45;19;62;27;80;12;72;30;93;25;74;36;69;16;62;61;88;45;70;54;82;25;86;18;73;23;86;18;44;52;76;11;52;30;80;52;82;46;93;46;87
32;74;21;45;19;62;27;80;12;72;30;93;25;74;36;69;16;62;61;88;45;70;54;82;25;86;18;73;23;86;18;44;52;76;11;52;30;80;52;82;46;93;46;87
34;69;21;45;19;62;27;74;12;72;30;86;25;74;34;75;16;62;61;88;43;75;52;82;25;86;19;73;23;86;16;48;52;71;12;56;30;80;50;87;46;93;45;93
32;74;21;41;18;62;27;74;11;66;30;86;25;74;36;69;16;67;63;83;43;75;52;76;25;86;19;73;21;93;18;44;52;71;12;61;30;80;48;93;41;100;46;87
30;80;21;41;18;62;27;80;14;67;30;86;25;80;36;69;16;67;64;83;43;70;48;87;25;86;19;73;21;86;18;44;50;76;11;56;30;80;52;82;45;100;45;93
30;80;21;41;18;62;27;80;14;67;30;86;25;80;36;69;16;67;64;83;43;70;48;87;25;86;19;73;21;86;18;44;50;76;11;56;30;80;52;82;45;100;45;93
34;69;21;45;19;62;27;74;16;73;34;80;25;80;36;75;18;62;63;94;41;75;48;87;25;86;19;79;23;79;18;44;52;71;16;52;34;69;52;82;45;100;45;93
36;64;19;62;21;58;27;74;18;73;36;80;27;74;37;70;19;57;63;94;41;75;52;76;25;86;19;86;23;86;18;37;55;54;18;57;37;60;52;87;46;100;45;93
37;60;18;79;21;58;28;74;18;62;39;70;27;74;37;70;21;58;63;100;46;66;55;72;25;80;21;86;25;74;18;41;57;47;19;62;39;60;55;77;46;100;45;93
37;60;18;79;21;58;28;74;18;62;39;70;27;74;37;70;21;58;63;100;46;66;55;72;25;80;21;86;25;74;18;41;57;47;19;62;39;60;55;77;46;100;45;93
39;60;18;79;23;53;30;69;18;62;45;61;28;69;39;65;21;58;66;94;50;58;59;67;25;86;21;86;25;74;18;41;61;42;19;73;45;53;61;63;48;100;46;87
41;61;18;79;23;58;30;74;19;57;46;53;28;74;41;61;25;54;68;88;52;54;61;63;25;86;23;79;25;74;19;38;63;36;21;68;48;50;61;63;54;77;46;87
41;61;18;79;23;58;30;74;19;57;46;53;28;74;41;61;25;54;68;88;52;54;61;63;25;86;23;79;25;74;19;38;63;36;21;68;48;50;61;63;54;77;46;87
45;53;18;79;23;58;30;69;18;62;50;46;28;74;43;56;25;54;70;83;54;50;63;59;27;80;25;63;25;74;18;41;64;34;21;68;50;46;61;68;55;72;48;87
46;53;18;79;21;68;30;80;18;62;52;43;30;74;39;60;25;54;70;88;57;44;64;56;28;80;23;73;25;74;16;73;66;32;21;79;52;50;61;68;61;55;48;87
45;57;18;79;21;68;30;80;18;62;52;43;30;74;37;70;23;58;70;83;57;47;63;59;27;80;23;73;25;74;16;79;66;32;21;86;52;50;61;68;59;59;48;87
41;65;19;73;21;68;30;80;16;67;52;43;28;80;37;70;19;67;68;78;57;47;61;59;27;80;21;79;25;74;16;79;66;32;23;79;50;54;61;68;57;63;48;87
37;75;19;73;21;68;30;80;16;67;50;54;28;80;37;70;18;73;66;78;55;51;57;72;27;74;21;79;27;68;18;73;64;37;25;80;46;61;57;72;55;67;46;93
37;75;19;73;21;68;30;80;16;67;50;54;28;80;37;70;18;73;66;78;55;51;57;72;27;74;21;79;27;68;18;73;64;37;25;80;46;61;57;72;55;67;46;93
36;80;19;73;21;68;30;80;16;67;46;61;28;80;37;70;18;67;59;88;54;58;57;72;25;80;21;79;27;68;19;57;63;39;25;80;43;70;57;72;54;77;46;87
34;80;19;62;21;68;30;80;16;67;45;66;28;80;37;70;18;73;54;82;54;54;55;77;25;74;23;68;25;74;19;49;61;51;25;80;41;70;57;72;50;87;46;93
32;86;21;53;21;68;30;80;14;72;43;65;28;80;36;75;18;73;52;82;52;62;55;77;25;74;21;68;23;73;19;49;57;72;27;74;39;75;55;77;50;87;46;93
32;86;21;53;21;68;30;80;14;72;43;65;28;80;36;75;18;73;52;82;52;62;55;77;25;74;21;68;23;73;19;49;57;72;27;74;39;75;55;77;50;87;46;93
32;86;21;49;19;73;30;80;16;67;41;75;28;86;37;70;18;73;50;76;50;62;54;82;25;74;19;73;21;79;19;49;57;59;27;80;37;75;55;77;48;93;46;93
30;93;21;45;19;73;30;80;14;79;43;70;28;80;37;70;16;73;48;71;48;71;54;82;25;74;19;67;19;86;19;49;55;58;27;74;36;80;54;82;48;93;46;93
32;86;21;45;19;73;30;80;14;79;43;70;28;86;36;75;16;79;48;71;46;71;54;82;21;79;18;73;16;92;18;52;54;67;28;69;34;86;54;82;50;87;46;93
32;86;21;45;19;73;30;80;14;79;43;70;28;86;36;75;16;79;48;71;46;71;54;82;21;79;18;73;16;92;18;52;54;67;28;69;34;86;54;82;50;87;46;93
32;86;19;49;19;73;30;86;14;79;41;75;28;86;36;75;16;79;46;76;45;76;54;82;21;79;18;67;19;86;18;52;52;71;28;69;32;86;52;87;50;87;46;93
32;86;19;49;19;73;30;86;11;78;39;81;28;86;36;75;11;85;46;71;45;76;54;82;19;86;16;73;18;79;18;52;52;66;27;74;30;93;52;82;50;87;46;93
32;86;18;48;19;73;30;86;11;78;39;81;28;86;36;75;13;92;45;70;45;70;52;82;21;79;16;67;16;85;16;52;50;76;27;80;32;86;52;82;50;87;46;93
32;86;18;48;19;73;30;86;11;78;39;81;28;86;36;75;13;92;45;70;45;70;52;82;21;79;16;67;16;85;16;52;50;76;27;80;32;86;52;82;50;87;46;93
30;93;18;48;18;79;30;86;12;85;39;81;28;86;34;80;12;85;45;70;43;75;52;82;21;79;16;67;14;92;16;52;52;62;27;74;32;86;54;82;50;87;46;93
30;93;18;48;18;79;30;86;11;85;39;81;28;86;36;75;12;85;43;70;43;75;50;82;19;86;14;72;16;85;16;48;50;76;27;74;32;86;54;77;50;82;46;93
30;93;18;48;18;79;30;86;11;85;39;81;28;86;36;75;12;85;43;70;43;75;50;82;19;86;14;72;16;85;16;48;50;76;27;74;32;86;54;77;50;82;46;93
30;93;18;48;16;79;30;86;14;79;39;81;28;86;36;75;13;85;41;75;43;75;48;87;19;86;14;67;11;85;16;48;48;76;27;74;30;93;52;82;50;82;46;93
30;93;19;38;16;79;30;86;16;73;39;81;28;86;36;75;11;92;43;70;43;75;48;81;21;86;16;57;14;92;18;44;48;71;27;58;30;93;52;82;48;87;46;93
32;86;21;32;18;73;30;86;19;62;39;81;30;80;36;75;16;85;43;65;41;81;46;87;25;86;16;62;18;100;19;41;48;81;28;59;32;86;50;87;50;82;46;93
32;86;21;32;18;73;30;86;19;62;39;81;30;80;36;75;16;85;43;65;41;81;46;87;25;86;16;62;18;100;19;41;48;81;28;59;32;86;50;87;50;82;46;93
32;86;25;30;19;62;32;80;19;67;41;75;30;86;37;75;19;79;43;70;43;75;48;87;28;80;18;52;25;74;21;38;52;66;27;63;32;93;52;82;48;87;46;87
34;80;27;30;25;46;32;80;21;68;45;70;30;86;37;75;23;68;45;66;48;62;52;76;30;80;19;53;28;69;25;33;55;58;28;54;32;93;54;77;48;87;46;87
34;80;28;28;27;42;34;80;21;68;48;57;30;86;39;70;25;63;45;66;52;50;57;63;32;74;23;45;32;51;27;33;61;45;27;46;34;86;57;72;52;76;48;87
34;80;28;28;27;42;34;80;21;68;48;57;30;86;39;70;25;63;45;66;52;50;57;63;32;74;23;45;32;51;27;33;61;45;27;46;34;86;57;72;52;76;48;87
34;80;30;28;28;39;36;75;23;63;52;50;32;80;39;70;27;58;45;66;54;47;63;52;34;69;25;42;34;51;28;28;63;42;27;42;34;86;59;67;54;77;48;87
36;80;30;34;28;50;37;70;27;54;57;41;34;80;43;65;28;50;45;70;59;36;66;52;37;65;25;42;36;47;28;31;66;37;25;42;37;75;61;63;61;59;50;76
36;80;30;34;27;54;37;75;27;54;57;41;34;80;41;65;27;54;45;70;59;33;64;52;36;69;23;45;36;47;27;36;70;33;23;49;36;80;61;63;59;59;50;76
36;80;28;43;25;58;37;70;27;54;55;44;34;80;39;70;25;58;45;70;57;33;63;55;34;75;21;53;32;64;27;36;68;35;21;53;36;80;59;72;61;59;50;76
36;80;28;43;25;58;37;70;27;54;55;44;34;80;39;70;25;58;45;70;57;33;63;55;34;75;21;53;32;64;27;36;68;35;21;53;36;80;59;72;61;59;50;76
36;80;28;43;25;58;37;70;27;54;55;44;34;80;39;70;25;58;45;70;57;33;63;55;34;75;21;53;32;64;27;36;68;35;21;53;36;80;59;72;61;59;50;76
36;80;27;46;23;58;36;75;25;54;52;58;32;80;37;75;21;62;46;71;55;35;59;67;32;80;19;53;28;80;27;42;64;39;25;49;36;80;57;72;54;77;48;81
36;80;27;50;21;62;36;75;21;58;48;66;32;80;37;81;19;67;46;76;54;41;57;72;30;86;18;57;27;80;25;49;61;59;25;46;36;80;57;72;54;77;46;87
36;80;27;50;21;62;36;75;21;58;48;66;32;80;37;81;19;67;46;76;54;41;57;72;30;86;18;57;27;80;25;49;61;59;25;46;36;80;57;72;54;77;46;87
36;80;27;46;21;58;32;86;21;58;50;58;30;86;37;81;21;62;46;76;50;58;57;72;30;80;18;57;27;86;25;49;57;67;25;49;36;87;55;77;54;77;48;81
36;80;27;50;19;62;34;80;19;62;48;62;30;86;37;81;19;67;46;76;48;62;55;77;30;74;16;57;25;86;25;46;57;59;27;46;36;87;55;77;52;82;48;81
36;80;27;50;19;62;34;80;19;62;48;62;30;86;37;81;19;67;46;76;48;62;55;77;30;74;16;57;25;86;25;46;57;59;27;46;36;87;55;77;52;82;48;81
36;80;27;46;19;62;30;93;18;67;48;62;30;86;37;81;18;73;48;76;46;66;55;77;28;74;16;57;23;93;23;53;57;59;27;50;36;93;55;77;52;76;46;87
36;80;27;50;18;67;34;86;18;67;46;66;28;93;37;87;19;67;46;87;46;61;55;77;28;74;14;61;23;86;23;53;57;59;28;50;36;93;54;82;48;87;46;87
36;87;25;54;18;67;32;86;18;67;46;71;30;86;37;87;19;73;48;81;45;70;55;77;28;74;14;61;21;100;25;49;54;71;27;46;36;93;54;82;46;87;46;87
36;87;25;54;18;67;32;86;18;67;46;71;30;86;37;87;19;73;48;81;45;70;55;77;28;74;14;61;21;100;25;49;54;71;27;46;36;93;54;82;46;87;46;87
36;87;25;54;19;62;34;80;16;73;45;76;30;86;37;87;19;67;48;81;43;70;54;77;27;80;11;66;19;100;21;58;54;67;27;50;36;93;54;82;48;87;46;87
36;87;27;50;19;67;34;86;16;73;46;71;30;93;39;81;21;68;48;81;43;70;52;82;27;80;11;66;19;100;23;53;52;71;27;50;36;93;54;82;46;87;45;87
36;87;27;50;19;67;34;86;16;73;46;71;30;93;39;81;21;68;48;81;43;70;52;82;27;80;11;66;19;100;23;53;52;71;27;50;36;93;54;82;46;87;45;87
36;87;25;54;21;62;34;86;16;73;45;76;30;86;39;81;21;79;50;82;43;70;52;82;27;80;14;61;19;93;23;53;52;71;27;50;36;93;54;82;46;87;43;87
36;87;27;50;21;62;32;93;14;79;43;81;27;93;39;81;21;73;52;82;41;75;52;76;25;86;16;62;19;93;21;62;50;76;27;50;36;100;52;82;46;87;43;81
37;87;27;46;21;62;34;86;14;79;43;81;30;93;41;81;19;73;52;82;39;81;50;82;27;80;16;67;19;86;25;54;50;76;28;46;37;93;52;82;46;87;39;93
37;87;27;46;21;62;34;86;14;79;43;81;30;93;41;81;19;73;52;82;39;81;50;82;27;80;16;67;19;86;25;54;50;76;28;46;37;93;52;82;46;87;39;93
37;87;30;47;23;63;36;80;16;79;41;87;30;93;43;75;21;79;54;77;39;81;52;76;28;86;16;67;19;93;28;50;48;76;30;47;37;93;52;82;43;93;39;87
37;93;30;47;25;58;36;80;21;68;45;81;32;93;45;76;25;68;55;77;39;75;52;71;32;80;19;62;25;93;30;43;48;76;30;43;37;100;54;82;45;93;39;93
37;93;34;40;25;58;41;75;23;58;48;71;34;86;45;81;27;63;57;72;43;65;52;76;37;70;21;62;28;86;30;43;52;66;32;40;39;93;54;82;45;93;39;93
37;93;34;40;25;58;41;75;23;58;48;71;34;86;45;81;27;63;57;72;43;65;52;76;37;70;21;62;28;86;30;43;52;66;32;40;39;93;54;82;45;93;39;93
39;87;34;40;27;54;45;66;25;54;52;62;36;87;45;93;28;59;57;72;46;53;57;63;39;65;23;53;34;69;34;37;55;58;34;40;41;93;57;77;48;87;43;87
39;93;36;41;27;54;46;66;27;50;55;51;37;87;46;87;30;55;59;72;48;50;61;55;45;57;25;49;37;60;34;37;57;51;34;37;43;93;57;72;52;76;45;87
43;87;36;41;28;54;46;66;27;54;61;29;39;81;46;93;34;47;59;72;54;38;63;55;46;53;25;49;41;52;36;35;61;51;34;40;43;93;61;63;57;63;46;81
43;87;36;41;28;54;46;66;27;54;61;29;39;81;46;93;34;47;59;72;54;38;63;55;46;53;25;49;41;52;36;35;61;51;34;40;43;93;61;63;57;63;46;81
45;81;36;37;30;55;46;66;27;54;61;34;41;75;48;93;36;44;59;77;55;33;64;49;46;49;28;46;43;52;36;35;63;42;34;40;45;93;61;63;61;55;48;76
45;87;36;37;30;55;46;71;27;54;63;29;43;75;50;87;36;41;57;82;55;33;68;43;46;53;27;54;39;65;34;37;64;34;30;55;45;100;61;68;63;48;48;71
45;87;34;40;30;59;46;71;27;54;61;31;43;75;50;87;36;44;57;82;57;31;66;60;45;57;27;58;39;65;32;40;66;32;30;55;45;100;61;72;63;52;50;66
45;93;34;47;28;63;46;71;25;68;61;31;43;81;50;87;34;55;57;82;57;31;64;64;45;57;25;68;37;70;30;47;66;32;30;59;46;93;63;63;59;63;48;71
45;93;34;47;28;69;45;76;25;68;57;38;43;81;50;87;34;55;57;88;55;33;63;68;43;65;25;74;37;75;28;50;64;37;30;55;45;100;61;72;55;67;48;81
45;93;34;47;28;69;45;76;25;68;57;38;43;81;50;87;34;55;57;88;55;33;63;68;43;65;25;74;37;75;28;50;64;37;30;55;45;100;61;72;55;67;48;81
45;93;34;51;28;74;45;81;23;73;57;38;43;81;50;87;34;55;57;88;54;38;61;68;39;75;25;74;36;80;30;50;63;42;32;55;45;100;57;82;54;71;48;81
45;93;32;51;30;64;45;81;23;73;54;47;43;81;48;93;34;55;55;94;54;41;59;77;39;75;28;80;36;80;28;59;63;42;32;55;45;100;57;82;54;77;46;87
45;93;32;51;30;64;45;81;23;73;54;47;43;81;48;93;34;55;55;94;54;41;59;77;39;75;28;80;36;80;28;59;63;42;32;55;45;100;57;82;54;77;46;87
45;93;30;59;30;64;45;81;23;73;54;47;41;81;48;93;34;55;55;100;54;41;57;82;41;75;27;86;36;80;27;63;63;36;30;47;45;100;57;82;52;82;46;87
45;100;30;59;30;64;45;81;21;79;46;66;39;87;48;93;34;55;55;100;52;47;57;82;41;75;27;86;36;80;27;63;57;59;30;55;46;93;57;82;54;77;46;87
45;100;30;64;28;74;43;81;19;86;46;66;39;87;48;93;32;64;57;100;50;54;57;82;41;75;27;93;34;100;27;63;57;51;30;50;46;93;57;77;52;76;46;87
45;100;30;64;28;74;43;81;19;86;46;66;39;87;48;93;32;64;57;100;50;54;57;82;41;75;27;93;34;100;27;63;57;51;30;50;46;93;57;77;52;76;46;87
45;100;28;69;27;93;43;81;19;86;45;66;39;87;48;93;34;59;61;100;48;57;57;82;41;81;27;93;36;93;27;63;55;62;28;46;46;93;55;82;52;76;46;87
45;100;28;74;27;93;41;81;19;86;45;66;39;87;48;87;34;59;61;100;48;62;55;88;39;81;27;93;36;93;25;68;55;62;27;50;46;100;55;82;50;82;46;87
45;100;28;69;27;93;43;81;21;79;45;66;39;87;48;87;32;69;61;100;46;66;54;88;39;81;27;93;36;93;25;68;54;67;28;46;46;100;55;82;50;82;45;93
45;100;28;69;27;93;43;81;21;79;45;66;39;87;48;87;32;69;61;100;46;66;54;88;39;81;27;93;36;93;25;68;54;67;28;46;46;100;55;82;50;82;45;93
45;100;28;69;27;93;43;81;21;86;43;70;39;87;48;93;30;80;61;100;46;61;54;88;37;87;27;93;36;93;23;68;52;71;27;50;46;100;55;82;50;82;45;93
45;100;28;69;27;93;43;81;23;79;43;70;39;87;48;93;32;74;61;94;46;61;54;88;36;87;27;93;36;93;23;68;54;67;27;54;48;93;57;72;48;81;45;93
45;100;28;74;28;86;43;81;25;74;41;75;39;87;48;93;30;80;59;94;46;61;55;88;36;93;28;93;34;100;21;73;52;66;27;54;48;93;55;77;48;87;45;93
45;100;28;74;28;86;43;81;25;74;41;75;39;87;48;93;30;80;59;94;46;61;55;88;36;93;28;93;34;100;21;73;52;66;27;54;48;93;55;77;48;87;45;93
45;100;30;69;28;93;43;75;25;74;41;65;39;87;48;87;30;80;57;100;45;66;55;88;37;87;28;93;36;100;21;79;52;76;28;50;48;93;54;82;46;87;43;87
46;93;30;69;28;86;43;75;25;80;41;65;41;81;50;82;32;74;59;94;46;61;55;82;39;81;28;93;36;100;27;58;54;58;30;47;48;93;54;82;46;87;43;93
46;93;34;64;28;86;43;70;25;86;45;53;41;81;50;87;34;64;59;94;46;53;55;82;39;81;28;93;37;93;30;47;54;58;30;47;48;93;54;82;46;87;43;87
46;93;34;64;28;86;43;70;25;86;45;53;41;81;50;87;34;64;59;94;46;53;55;82;39;81;28;93;37;93;30;47;54;58;30;47;48;93;54;82;46;87;43;87
48;93;36;60;28;93;43;70;27;80;48;46;43;70;52;82;36;55;59;94;48;50;55;82;41;75;30;86;37;100;32;40;55;54;30;47;48;93;54;82;48;87;39;93
50;87;34;64;30;86;45;66;28;80;52;43;43;70;54;77;37;52;61;88;50;46;57;77;45;70;30;93;37;100;34;40;61;42;30;43;50;94;55;77;48;87;45;87
50;94;37;65;30;80;46;61;28;80;55;38;43;70;54;77;37;52;61;88;54;35;61;68;45;70;32;80;43;81;34;40;63;39;30;47;52;87;57;72;52;82;46;87
50;87;36;64;32;69;48;57;28;86;59;33;45;70;54;82;37;56;61;82;55;35;63;52;45;66;32;80;45;70;34;47;66;32;30;47;52;87;61;63;55;72;48;81
54;77;37;56;30;86;52;54;27;93;63;29;50;58;57;77;37;60;59;82;57;36;64;60;43;70;32;80;45;57;36;47;72;27;28;50;52;87;61;68;57;72;54;58
54;77;36;55;30;86;50;58;27;93;63;32;48;57;57;72;36;69;57;82;59;33;64;60;41;70;32;80;45;57;34;55;72;29;28;50;52;87;61;68;59;63;55;47
52;82;34;69;30;86;48;62;27;93;61;36;46;66;57;72;34;75;57;82;57;36;64;56;41;70;32;80;43;61;34;59;72;29;28;59;52;87;61;68;57;77;54;58
48;87;32;86;32;80;48;62;27;93;57;41;45;66;55;77;34;80;57;82;57;38;63;59;39;70;32;80;43;61;34;59;70;33;25;68;52;87;59;72;55;77;52;62
52;82;32;86;30;80;45;70;27;93;54;47;43;70;55;77;34;80;55;77;55;41;61;68;37;75;30;86;41;65;34;59;66;43;27;63;52;82;59;77;55;77;52;62
52;82;32;86;30;80;45;70;27;93;54;47;43;70;55;77;34;80;55;77;55;41;61;68;37;75;30;86;41;65;34;59;66;43;27;63;52;82;59;77;55;77;52;62
52;82;32;93;28;74;45;70;27;93;54;50;43;70;55;77;34;80;55;77;54;47;57;72;36;80;30;86;39;70;34;59;63;55;28;59;52;82;57;77;55;77;50;66
50;87;32;86;25;80;43;75;27;93;50;62;37;87;54;82;32;80;54;82;52;50;57;77;36;75;30;86;39;65;30;86;63;52;28;63;52;82;57;82;54;82;48;71
52;82;32;86;25;80;41;81;27;93;50;58;39;81;54;82;32;80;52;76;52;50;55;88;32;80;30;86;37;70;30;93;61;59;28;69;50;94;57;82;52;87;46;76
52;82;32;86;25;80;41;81;27;93;50;58;39;81;54;82;32;80;52;76;52;50;55;88;32;80;30;86;37;70;30;93;61;59;28;69;50;94;57;82;52;87;46;76
50;82;32;86;25;80;41;81;27;93;46;76;39;81;54;77;32;80;52;76;50;58;57;82;30;86;30;86;37;70;30;93;61;59;27;68;50;94;57;82;50;94;46;71
48;93;32;86;25;80;37;87;28;86;46;71;37;87;54;77;32;80;52;71;48;62;55;88;34;75;30;86;37;70;30;93;59;59;27;80;50;94;57;82;50;94;45;76
48;93;32;86;25;80;37;87;28;86;46;71;37;87;52;76;30;86;52;71;48;62;55;88;30;86;28;86;36;64;30;93;57;63;28;80;50;94;57;82;48;93;45;76
48;93;32;86;25;80;37;87;28;86;46;71;37;87;52;76;30;86;52;71;48;62;55;88;30;86;28;86;36;64;30;93;57;63;28;80;50;94;57;82;48;93;45;76
48;87;32;86;25;80;37;87;28;93;45;81;37;87;52;76;28;93;50;76;48;62;55;82;28;86;28;80;36;64;30;93;55;67;30;69;50;94;55;82;46;93;45;76
48;87;32;86;25;80;37;87;28;93;45;81;36;93;52;76;28;74;48;81;46;66;54;82;28;93;28;80;36;69;30;93;57;59;28;80;48;100;55;88;45;100;43;81
46;93;32;86;25;80;39;81;28;93;43;87;36;93;50;82;25;80;46;87;46;66;52;87;28;86;27;74;34;75;30;93;55;67;28;93;48;100;55;82;46;93;43;81
46;93;32;86;25;80;39;81;28;93;43;87;36;93;50;82;25;80;46;87;46;66;52;87;28;86;27;74;34;75;30;93;55;67;28;93;48;100;55;82;46;93;43;81
46;100;30;93;25;80;39;81;28;93;43;87;37;87;50;82;25;80;48;76;45;70;52;82;28;86;27;74;34;75;30;93;55;67;28;100;50;94;55;82;46;93;43;87
46;100;32;86;23;79;39;87;28;93;43;87;37;87;50;82;25;74;46;81;45;66;50;82;28;86;25;80;36;69;30;93;55;62;28;100;50;94;55;82;45;100;46;87
48;93;34;80;25;80;41;81;30;86;43;87;37;87;48;87;23;79;48;76;43;70;50;82;30;86;25;80;37;65;30;100;55;62;28;100;50;94;55;82;45;93;43;87
48;93;34;80;25;80;41;81;30;86;43;87;37;87;48;87;23;79;48;76;43;70;50;82;30;86;25;80;37;65;30;100;55;62;28;100;50;94;55;82;45;93;43;87
48;93;36;80;25;80;43;81;28;80;43;81;39;87;48;81;25;80;50;71;43;70;48;87;37;81;27;74;37;65;32;86;54;67;30;93;50;94;55;82;45;93;43;87
48;87;37;75;25;80;45;76;30;74;43;81;43;81;48;81;25;80;52;66;43;70;52;76;39;70;27;74;39;60;32;86;57;59;30;93;50;94;57;77;46;87;45;81
48;87;39;70;27;74;45;76;32;74;45;81;45;76;52;71;27;74;54;67;48;57;57;63;43;61;28;63;41;56;36;80;59;51;30;93;50;94;57;72;48;93;46;87
